"Phase Number","Start Time","Request Type","Latency","Response Code"
"1","1646377910229","POST","1973","201"
"1","1646377910225","POST","1977","201"
"1","1646377910228","POST","1981","201"
"1","1646377910229","POST","1980","201"
"1","1646377910226","POST","1989","201"
"1","1646377910229","POST","1988","201"
"1","1646377910222","POST","1998","201"
"1","1646377910226","POST","1999","201"
"1","1646377910222","POST","2011","201"
"1","1646377910229","POST","2009","201"
"1","1646377910229","POST","2009","201"
"1","1646377910223","POST","2018","201"
"1","1646377910228","POST","2015","201"
"1","1646377910225","POST","2021","201"
"1","1646377910227","POST","2020","201"
"1","1646377910223","POST","2035","201"
"1","1646377910224","POST","2041","201"
"1","1646377910227","POST","2049","201"
"1","1646377910223","POST","2064","201"
"1","1646377910228","POST","2059","201"
"1","1646377910228","POST","2060","201"
"1","1646377910226","POST","2063","201"
"1","1646377910225","POST","2066","201"
"1","1646377910223","POST","2068","201"
"1","1646377910224","POST","2070","201"
"1","1646377910228","POST","2074","201"
"1","1646377910228","POST","2074","201"
"1","1646377910224","POST","2079","201"
"1","1646377910228","POST","2077","201"
"1","1646377910225","POST","2082","201"
"1","1646377910222","POST","2085","201"
"1","1646377912202","POST","612","201"
"1","1646377912202","POST","619","201"
"1","1646377912209","POST","617","201"
"1","1646377912217","POST","630","201"
"1","1646377912238","POST","609","201"
"1","1646377912238","POST","609","201"
"1","1646377912246","POST","608","201"
"1","1646377912233","POST","625","201"
"1","1646377912247","POST","617","201"
"1","1646377912258","POST","607","201"
"1","1646377912244","POST","633","201"
"1","1646377912209","POST","676","201"
"1","1646377912265","POST","624","201"
"1","1646377912215","POST","684","201"
"1","1646377912220","POST","685","201"
"1","1646377912302","POST","608","201"
"1","1646377912291","POST","621","201"
"1","1646377912288","POST","624","201"
"1","1646377912287","POST","629","201"
"1","1646377912225","POST","691","201"
"1","1646377912302","POST","618","201"
"1","1646377912303","POST","617","201"
"1","1646377912305","POST","622","201"
"1","1646377912241","POST","691","201"
"1","1646377912307","POST","627","201"
"1","1646377912276","POST","676","201"
"1","1646377912287","POST","670","201"
"1","1646377912291","POST","671","201"
"1","1646377912294","POST","670","201"
"1","1646377912307","POST","671","201"
